"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?"
fqchocmilk,food_frequency,,radio,"Leche con chocolate u otro sabor","0, Nunca | 1, menos de 1 vez por mes | 2, 1 vez por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d",,,,,,,,,,,
fqchzhard,food_frequency,,radio,"Queso duro (Ej. cheddar, parmesano, suizo)","0, Nunca | 1, menos de 1 vez por mes | 2, 1 vez por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d",,,,,,,,,,,
fqchzsoft,food_frequency,,radio,"Queso suave (Ej. mozzarella, brie, estilo criollo)","0, Nunca | 1, menos de 1 vez por mes | 2, 1 vez por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d",,,,,,,,,,,
fqchzprocess,food_frequency,,radio,"Queso procesado (Americano en rebanadas/rodajas, Velveta)","0, Nunca | 1, menos de 1 vez por mes | 2, 1 vez por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d",,,,,,,,,,,
fqchzspread,food_frequency,,radio,"Quesos para untar, salsa de queso, o crema agria","0, Nunca | 1, menos de 1 vez por mes | 2, 1 vez por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d",,,,,,,,,,,
fqchzcottage,food_frequency,,radio,Reques,"0, Nunca | 1, menos de 1 vez por mes | 2, 1 vez por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d",,,,,,,,,,,
fqyogurt,food_frequency,,radio,"Yogurt (no congelado)","0, Nunca | 1, menos de 1 vez por mes | 2, 1 vez por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d",,,,,,,,,,,
fqeggs,food_frequency,,radio,"Huevos (Ej. hervido suave o duro)","0, Nunca | 1, menos de 1 vez por mes | 2, 1 vez por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d",,,,,,,,,,,
fqeggsfried,food_frequency,,radio,"Huevos (Ej. frito, revuelto, tortilla)","0, Nunca | 1, menos de 1 vez por mes | 2, 1 vez por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d",,,,,,,,,,,
fqeggsalad,food_frequency,,radio,"Ensalada de huevo con mayonesa (incl. emparedados)","0, Nunca | 1, menos de 1 vez por mes | 2, 1 vez por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d",,,,,,,,,,,
fqfastegg,food_frequency,,radio,"Emparedado de huevo (de restaurante de comida r","0, Nunca | 1, menos de 1 vez por mes | 2, 1 vez por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d",,,,,,,,,,,
fqmilktype,food_frequency,,radio,"Si usted toma leche y/o leche con sabor, su ","1, Sin grasa / 1% | 2, 2% | 3, Entera | 4, Leche de soya | 5, Sin lactosa (Ej: Lactaid)",,,,,,,,,,,
fqmilkpor,food_frequency,,radio,"Si usted toma leche y/o leche con sabor, su porci","1, 4 fl. Onzas | 2, 8 fl. onzas (1 taza) | 3, 12 fl. Onzas | 4, 16 fl. onzas o m",,,,,,,,,,,
fqchztype,food_frequency,,radio,"Si usted come queso, ","1, Regular | 2, Bajo en grasa | 3, Sin grasa",,,,,,,,,,,
fqchzpor,food_frequency,,radio,"Si usted come queso, su porci","1, 1 rebanada o 2 cucharadas | 2, 2 rebanadas o 3 cucharadas | 3, 3 rebanadas o 4 cucharadas | 4, 4 rebanadas o 5 cucharadas o m","(1 rebanada = 1 onza)",,,,,,,,,,
fqchzcottagepor,food_frequency,,radio,"Si usted come reques","1, 1/4 de taza | 2, 1/2 taza | 3, 3/4 de taza | 4, 1 taza o m",,,,,,,,,,,
fqyogurttype,food_frequency,,radio,"Si usted come yogurt, es generalmente ... ","1, Regular | 2, Bajo en grasa | 3, Sin grasa | 4, ""Light""/sin az",,,,,,,,,,,
fqyogurtpor,food_frequency,,radio,"Si usted come yogurt, su porci","1, 1/2 taza | 2, 1 taza | 3, 1 1/2 taza | 4, 2 tazas o m","(1 vaso mediano de yogurt = 1 taza = 8 onzas)",,,,,,,,,,
fqeggspor,food_frequency,,radio,"Si usted come huevos, su porci","1, 1 huevo | 2, 2 huevos | 3, 3 huevos | 4, 4 huevos o m","(1/4 taza de substituto de huevo = 1 huevo) 1",,,,,,,,,,
fqeggsaladpor,food_frequency,,radio,"Si usted come ensalada de huevo, su porci","1, 1/4 de taza | 2, 1/2 taza | 3, 3/4 de taza | 4, 1 taza o m",,,,,,,,,,,
fqfastshake,food_frequency,"POSTRES Y DULCES",radio,,"0, Nunca | 1, menos de 1 vez por mes | 2, 1 vez por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d",,,,,,,,,,,
fqicecream,food_frequency,,radio,"Helado/mantecado (ice cream)","0, Nunca | 1, menos de 1 vez por mes | 2, 1 vez por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d",,,,,,,,,,,
fqfroyo,food_frequency,,radio,"Yogurt congelado (frozen yogurt)","0, Nunca | 1, menos de 1 vez por mes | 2, 1 vez por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d",,,,,,,,,,,
fqsherbet,food_frequency,,radio,"Helado/nieves de frutas (sherbert)","0, Nunca | 1, menos de 1 vez por mes | 2, 1 vez por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d",,,,,,,,,,,
fqjello,food_frequency,,radio,"Gelatina (Jell-O), sorbete, paletas ","0, Nunca | 1, menos de 1 vez por mes | 2, 1 vez por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d",,,,,,,,,,,
fqpudding,food_frequency,,radio,Pud,"0, Nunca | 1, menos de 1 vez por mes | 2, 1 vez por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d",,,,,,,,,,,
fqdonut,food_frequency,,radio,"Donas, pastelito con fruta / Danish","0, Nunca | 1, menos de 1 vez por mes | 2, 1 vez por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d",,,,,,,,,,,
fqcookie,food_frequency,,radio,"Galletas (hechas en casa o de tienda; Ej. Oreos, chocolate-chip/Chips -A-Hoy)","0, Nunca | 1, menos de 1 vez por mes | 2, 1 vez por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d",,,,,,,,,,,
fqmuffin,food_frequency,,radio,"Panes r","0, Nunca | 1, menos de 1 vez por mes | 2, 1 vez por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d",,,,,,,,,,,
fqcake,food_frequency,,radio,"Bizcocho, pan dulce, brownies","0, Nunca | 1, menos de 1 vez por mes | 2, 1 vez por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d",,,,,,,,,,,
fqpumppie,food_frequency,,radio,"Pie de batata, pie de calabaza","0, Nunca | 1, menos de 1 vez por mes | 2, 1 vez por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d",,,,,,,,,,,
fqfruitpie,food_frequency,,radio,"Pie o tortas de fruta o cobblers (incluye pie de manzana de restaurante)","0, Nunca | 1, menos de 1 vez por mes | 2, 1 vez por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d",,,,,,,,,,,
fqchoc,food_frequency,,radio,"Barras de chocolate","0, Nunca | 1, menos de 1 vez por mes | 2, 1 vez por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d",,,,,,,,,,,
fqcandy,food_frequency,,radio,"Otros dulces, caramelos o golosinas","0, Nunca | 1, menos de 1 vez por mes | 2, 1 vez por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d",,,,,,,,,,,
fqjelly,food_frequency,,radio,"Jalea, mermelada, miel, sirope","0, Nunca | 1, menos de 1 vez por mes | 2, 1 vez por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d",,,,,,,,,,,
fqicecreamfat,food_frequency,,radio,"Si usted come helado/ mantecado, yogurt congelado y/o pud","1, Regular | 2, Bajos en grasa | 3, Sin grasa | 4, Sin az",,,,,,,,,,,
fqicecreampor,food_frequency,,radio,"Si usted come helado/ mantecado, yogurt congelado, helado de fruta, gelatina y/o pud","1, 1/2 taza | 2, 1 taza | 3, 1 1/2 taza | 4, 2 tazas o m",,,,,,,,,,,
fqdonutpor,food_frequency,,radio,"Si usted come donas, su porci","1, 1 dona | 2, 2 donas | 3, 3 donas | 4, 4 donas o m",,,,,,,,,,,
fqcakefat,food_frequency,,radio,"Si usted come bizcocho, galletas, pan dulce, o budines, estos son generalmente ","1, Regular | 2, Bajos en grasa | 3, Sin grasa | 4, Hechos sin az",,,,,,,,,,,
fqmuffinpor,food_frequency,,radio,"Si usted come panes r","1, Bud",,,,,,,,,,,
fqcookiepor,food_frequency,,radio,"Si usted come galletas, su porci","1, 1 galleta mediana | 2, 2 galletas medianas | 3, 3 galletas medianas | 4, 4 galletas medianas o m","(1 galleta mediana = aprox. 21/4",,,,,,,,,,
fqcakepor,food_frequency,,radio,"Si usted come bizcocho, pan dulce, y/o pies, su porci","1, 1/2 trozo o 1 peque",,,,,,,,,,,
fqcandytype,food_frequency,,radio,"Si usted come chocolate y/u otros dulces, estos usualmente son ","1, Regular | 2, Sin az",,,,,,,,,,,
fqchoctype,food_frequency,,radio,"Si usted come chocolate, ","1, Chocolate de leche / milk chocolate | 2, Blanco | 3, Oscuro / Dark",,,,,,,,,,,
fqcandypor,food_frequency,,radio,"Si usted come barras de chocolate y/u otros dulces, su porci","1, 1/2 barra regular o paquete o 1 de tama",,,,,,,,,,,
fqjellypor,food_frequency,,radio,"Si usted usa jalea, mermelada, miel y/o sirope, su porci","1, 1 cucharadita | 2, 1 cucharada | 3, 2 cucharadas | 4, 3 cucharadas o m",,,,,,,,,,,
fqpotatochip,food_frequency,"APERITIVOS Y NUECES",radio,,"0, Nunca | 1, menos de 1 vez por mes | 2, 1 vez por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d",,,,,,,,,,,
fqcracker,food_frequency,,radio,"Galletas, incl. de soda y matzo","0, Nunca | 1, menos de 1 vez por mes | 2, 1 vez por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d",,,,,,,,,,,
fqcornchip,food_frequency,,radio,"Tostaditas de ma","0, Nunca | 1, menos de 1 vez por mes | 2, 1 vez por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d",,,,,,,,,,,
fqpopcorn,food_frequency,,radio,"Palomitas de ma","0, Nunca | 1, menos de 1 vez por mes | 2, 1 vez por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d",,,,,,,,,,,
fqpretzel,food_frequency,,radio,Pretzels,"0, Nunca | 1, menos de 1 vez por mes | 2, 1 vez por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d",,,,,,,,,,,
fqcoconut,food_frequency,,radio,"Coco seco y dulce","0, Nunca | 1, menos de 1 vez por mes | 2, 1 vez por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d",,,,,,,,,,,
fqnuts,food_frequency,,radio,"Nueces y semillas (incl. man","0, Nunca | 1, menos de 1 vez por mes | 2, 1 vez por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d",,,,,,,,,,,
fqpb,food_frequency,,radio,"Mantequilla de man","0, Nunca | 1, menos de 1 vez por mes | 2, 1 vez por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d",,,,,,,,,,,
fqchippor,food_frequency,,radio,"Si usted come tostaditas (papa o ma","1, 1 onza | 2, 2 onzas | 3, 3 onzas | 4, 4 onzas","(1 onza = aprox. 28 tostaditas o 1 bolsa tama",,,,,,,,,,
fqpopcornfat,food_frequency,,radio,"Si usted come palomitas de ma","1, Bajas en grasa | 2, Regular, con mantequilla o aceite | 3, Estilo cine",,,,,,,,,,,
fqpopcornpor,food_frequency,,radio,"Si usted come palomitas de ma","1, 1 taza | 2, 2 1/2 tazas (1 bolsa indivicual) | 3, 5 tazas | 4, 7 1/2 tazas (1 bolsa de microondas) o m",,,,,,,,,,,
fqcrackerpor,food_frequency,,radio,"Si usted come galletas, su porci","1, 3 galletas | 2, 6 galletas | 3, 9 galletas | 4, 12 galletas o m",,,,,,,,,,,
fqnuttype,food_frequency,,checkbox,"Si usted come nueces, son generalmente (marque todas las que apliquen) ","1, Man",,,,,,,,,,,
fqnutpor,food_frequency,,radio,"Si usted come nueces o semillas, su porci","1, 1 cucharada | 2, 2 cucharadas | 3, 3 cucharadas | 4, 4 cucharadas o m","(2 cucharadas = aprox. 1 onza)",,,,,,,,,,
fqpbpor,food_frequency,,radio,"Si usted come mantequilla de man","1, 2 cucharadas | 2, 4 cucharadas | 3, 6 cucharadas | 4, 8 cucharadas o m",,,,,,,,,,,
fqsnackfat,food_frequency,,radio,"Si usted come aperitivos / snacks estos son generalmente ","1, Regular | 2, Horneados/bajos en grasa | 3, Sin grasa | 4, Bajos en carbohidratos",,,,,,,,,,,
fqorangejuc,food_frequency,BEBIDAS,radio,,"0, Nunca | 1, menos de 1 vez por mes | 2, 1-3 veces por mes | 3, 1 vez por semana | 4, 2-4 veces por semana | 5, 5-6 veces por semana | 6, 1 vez por d",,,,,,,,,,,
fqgrapefrtjuc,food_frequency,,radio,"Jugo de toronja (100% jugo)","0, Nunca | 1, menos de 1 vez por mes | 2, 1-3 veces por mes | 3, 1 vez por semana | 4, 2-4 veces por semana | 5, 5-6 veces por semana | 6, 1 vez por d",,,,,,,,,,,
fqtomatojuc,food_frequency,,radio,"Jugo de tomate o vegetales (ej.V-8)","0, Nunca | 1, menos de 1 vez por mes | 2, 1-3 veces por mes | 3, 1 vez por semana | 4, 2-4 veces por semana | 5, 5-6 veces por semana | 6, 1 vez por d",,,,,,,,,,,
fqgrapejuc,food_frequency,,radio,"Jugo de uva (100% jugo)","0, Nunca | 1, menos de 1 vez por mes | 2, 1-3 veces por mes | 3, 1 vez por semana | 4, 2-4 veces por semana | 5, 5-6 veces por semana | 6, 1 vez por d",,,,,,,,,,,
fqapplejuc,food_frequency,,radio,"Jugo de manzana (100% jugo)","0, Nunca | 1, menos de 1 vez por mes | 2, 1-3 veces por mes | 3, 1 vez por semana | 4, 2-4 veces por semana | 5, 5-6 veces por semana | 6, 1 vez por d",,,,,,,,,,,
fqcranjuc,food_frequency,,radio,"Jugo de ar","0, Nunca | 1, menos de 1 vez por mes | 2, 1-3 veces por mes | 3, 1 vez por semana | 4, 2-4 veces por semana | 5, 5-6 veces por semana | 6, 1 vez por d",,,,,,,,,,,
fqnectar,food_frequency,,radio,N,"0, Nunca | 1, menos de 1 vez por mes | 2, 1-3 veces por mes | 3, 1 vez por semana | 4, 2-4 veces por semana | 5, 5-6 veces por semana | 6, 1 vez por d",,,,,,,,,,,
fqotherjuc,food_frequency,,radio,"Otros jugos 100% de fruta individuales o mezclados","0, Nunca | 1, menos de 1 vez por mes | 2, 1-3 veces por mes | 3, 1 vez por semana | 4, 2-4 veces por semana | 5, 5-6 veces por semana | 6, 1 vez por d",,,,,,,,,,,
fqfortifiedjuc,food_frequency,,radio,"Bebidas con sabor a fruta: Fortificadas (Ej. Sunny Delight, Hi-C) o No-fortificadas (Ej. limonada, Kool-Aid)","0, Nunca | 1, menos de 1 vez por mes | 2, 1-3 veces por mes | 3, 1 vez por semana | 4, 2-4 veces por semana | 5, 5-6 veces por semana | 6, 1 vez por d",,,,,,,,,,,
fqsoftdrink,food_frequency,,radio,"Bebidas carbonatadas o soda (Ej. cola, 7-up, ginger ale)","0, Nunca | 1, menos de 1 vez por mes | 2, 1-3 veces por mes | 3, 1 vez por semana | 4, 2-4 veces por semana | 5, 5-6 veces por semana | 6, 1 vez por d",,,,,,,,,,,
fqsportdrink,food_frequency,,radio,"Bebidas para deportistas o energ","0, Nunca | 1, menos de 1 vez por mes | 2, 1-3 veces por mes | 3, 1 vez por semana | 4, 2-4 veces por semana | 5, 5-6 veces por semana | 6, 1 vez por d",,,,,,,,,,,
fqnoalcbeer,food_frequency,,radio,"Cerveza sin alcohol (Ej. Malta)","0, Nunca | 1, menos de 1 vez por mes | 2, 1-3 veces por mes | 3, 1 vez por semana | 4, 2-4 veces por semana | 5, 5-6 veces por semana | 6, 1 vez por d",,,,,,,,,,,
fqmealdrink,food_frequency,,radio,"Bebidas para reemplazo de comidas (Ej. Slim-Fast, Atkins)","0, Nunca | 1, menos de 1 vez por mes | 2, 1-3 veces por mes | 3, 1 vez por semana | 4, 2-4 veces por semana | 5, 5-6 veces por semana | 6, 1 vez por d",,,,,,,,,,,
fqwaterdrink,food_frequency,,radio,"Agua (incl. de la pluma, filtrada, embotellada)","0, Nunca | 1, menos de 1 vez por mes | 2, 1-3 veces por mes | 3, 1 vez por semana | 4, 2-4 veces por semana | 5, 5-6 veces por semana | 6, 1 vez por d",,,,,,,,,,,
fqjucpor,food_frequency,,radio,"Si usted toma jugo de fruta y/o de vegetales, su porci","1, 4 fl. Onzas | 2, 8 fl. onzas | 3, 12 fl. Onzas | 4, 16 fl. onzas o m","(8 fl. onzas = 1 taza)",,,,,,,,,,
fqsportdrinksug,food_frequency,,radio,"Si usted toma bebidas con sabor a fruta o bebidas para deportistas/energ","1, Regular | 2, Bajas en calor",,,,,,,,,,,
fqsoftdrinksug,food_frequency,,radio,"Si usted toma bebidas carbonatadas (sodas), ","1, Regular | 2, De dieta",,,,,,,,,,,
fqsoftdrinkcaf,food_frequency,,checkbox,"Si usted toma bebidas carbonatadas (sodas), regular o de dieta, ","1, Cola | 2, Cola descafeinada | 3, Otro refresco cafeinado no cola (Ej: Mountain Dew | 97, Otro refresco descafeinado no cola (Ej. 7-up, orange, ginger ale",,,,,,,,,,,
fqsoftdrinkpor,food_frequency,,radio,"Si usted toma bebidas carbonatadas (sodas) y/u otras bebidas fr","1, 8 fl. Onzas | 2, 12 fl. Onzas | 3, 16 fl. Onzas | 4, 24 fl. Onzas o m","(1 lata = 12 fl. onza)",,,,,,,,,,
fqmealdrinktype,food_frequency,,radio,"Si usted toma bebidas para reemplazo de comidas o batidas, ","1, Para rebajar (Ej.Slim-Fast) | 2, Alta en prote",,,,,,,,,,,
fqmealdrinkpor,food_frequency,,radio,"Si usted toma bebidas para reemplazo de comidas o batidas, su porci","1, 1/2 lata o 1/2 cuchar",,,,,,,,,,,
fqwaterdrinkpor,food_frequency,,radio,"Si usted toma agua, su porci","1, 4 fl. Onzas | 2, 8 fl. onzas | 3, 12 fl. Onzas | 4, 16 fl. onzas o m","(8 fl. onzas = 1 taza; 1 litro = 33 fl. onzas)",,,,,,,,,,
fqfruitjucsum,food_frequency,"PREGUNTA RESUMEN",radio,"Usualmelmente, ","0, Nunca | 1, menos de 1 vez por mes | 2, 1-3 veces por mes | 3, 1 vez por semana | 4, 2-4 veces por semana | 5, 5-6 veces por semana | 6, 1 vez por d",,,,,,,,,,,
fqfruitdrinksum,food_frequency,,radio,"Usualmente, ","0, Nunca | 1, menos de 1 vez por mes | 2, 1-3 veces por mes | 3, 1 vez por semana | 4, 2-4 veces por semana | 5, 5-6 veces por semana | 6, 1 vez por d",,,,,,,,,,,
fqsoftdrinksum,food_frequency,,radio,"Usualmente, ","0, Nunca | 1, menos de 1 vez por mes | 2, 1-3 veces por mes | 3, 1 vez por semana | 4, 2-4 veces por semana | 5, 5-6 veces por semana | 6, 1 vez por d",,,,,,,,,,,
fqhotchoc,food_frequency,CAF,radio,,"0, Nunca | 1, menos de 1 vez por mes | 2, 1-3 veces por mes | 3, 1 vez por semana | 4, 2-4 veces por semana | 5, 5-6 veces por semana | 6, 1 vez por d",,,,,,,,,,,
fqcoffee,food_frequency,,radio,Caf,"0, Nunca | 1, menos de 1 vez por mes | 2, 1-3 veces por mes | 3, 1 vez por semana | 4, 2-4 veces por semana | 5, 5-6 veces por semana | 6, 1 vez por d",,,,,,,,,,,
fqtea,food_frequency,,radio,T,"0, Nunca | 1, menos de 1 vez por mes | 2, 1-3 veces por mes | 3, 1 vez por semana | 4, 2-4 veces por semana | 5, 5-6 veces por semana | 6, 1 vez por d",,,,,,,,,,,
fqcoffeetype,food_frequency,,checkbox,"Si usted toma caf","1, Regular | 2, Descafeinado | 3, Caf","(marque todas las que apliquen)",,,,,,,,,,
fqteatype,food_frequency,,checkbox,"Si usted toma t","1, Negro, regular | 2, Herbal | 3, Fr","(marque todas las que apliquen)",,,,,,,,,,
fqhotchocpor,food_frequency,,radio,"Si usted toma chocolate caliente o cocoa, su porci","1, sm. (6 fl. Onzas o 3/4 de taza) | 2, med. (12 fl. Onzas o 1 1/2 tazas) | 3, lg. (18 fl. Onzas o 2 1/4 tazas) | 4, extra lg (24 fl. Onzas o 3 tazas) o m",,,,,,,,,,,
fqcoffeepor,food_frequency,,radio,"Si usted toma caf","1, 4 fl. onzas o",,,,,,,,,,,
fqcoffeesug,food_frequency,,radio,"Si usted agrega az","1, 1 cucharadita | 2, 2 cucharaditas | 3, 3 cucharaditas | 4, 4 cucharaditas | 5, Uso endulzador artificial","(indique si el az",,,,,"[fqcoffee] <> '0'",,,,,
fqteasugff,food_frequency,,radio,"Si usted agrega az","1, 1 cucharadita | 2, 2 cucharaditas | 3, 3 cucharaditas | 4, 4 cucharaditas | 5, Uso endulzador artificial","(indique si el az",,,,,"[fqtea]<> '0'",,,,,
fqteasug,food_frequency,,checkbox,"Si usted agrega leche o crema a su caf","1, oscuro (poca leche/crema) | 2, claro (extra leche/crema) | 3, mitad leche/crema mitad cafe | 4, mas leche/crema qu cafe",,,,,,"[fqcoffee] <> '0'",,,,,
fqteasug2_abe,food_frequency,,checkbox,"Si usted agrega leche o crema a su te; generalmente lo prepara ... (indique si la te o crema es para el t","1, oscuro (poca leche/crema) | 2, claro (extra leche/crema) | 3, mitad leche/crema mitad te | 4, mas leche/crema que te",,,,,,"[fqtea] <> '0'",,,,,
